results: Entity,Day,Count,Momentum,Positive,Negative
33312449,2010-04-12,1313,0.552022,0.0419007,0.00914209
33312449,2010-04-13,964,0.465151,0.0461009,0.00904284
33312449,2010-04-14,604,0.358001,0.064216,0.00673997
33312449,2010-04-15,563,0.344092,0.0724785,0.0115503
33312449,2010-04-16,600,0.296095,0.0751047,0.0199077
33312449,2010-04-17,85,0.217257,0.0232912,0.0049914
33312449,2010-04-18,112,0.236348,0.0415098,0.015654
33312449,2010-04-19,696,0.213718,0.061313,0.014958
33312449,2010-04-20,855,0.237799,0.0665729,0.014359
33312449,2010-04-21,1545,0.349354,0.0699529,0.014283
33312449,2010-04-22,2020,0.483722,0.147295,0.0330209
33312449,2010-04-23,1617,0.45629,0.132208,0.0430039
33312449,2010-04-24,127,0.285691,0.118592,0.0312338
33312449,2010-04-25,242,0.288252,0.0900071,0.129818
33312449,2010-04-26,653,0.269693,0.0648912,0.0151981
33312449,2010-04-27,471,0.177595,0.0560782,0.0151353
33312449,2010-04-28,1312,0.33345,0.0628172,0.0109855
33312449,2010-04-29,994,0.302383,0.0759214,0.0137783
33312449,2010-04-30,670,0.360846,0.0509658,0.0181172
33312449,2010-05-01,95,0.271044,0.0381899,0.00952381
33312449,2010-05-02,90,0.219249,0.0698034,0.00212766
33312449,2010-05-03,548,0.263263,0.0700984,0.0179225
33312449,2010-05-04,598,0.371973,0.0611107,0.0334836
33312449,2010-05-05,1050,0.417385,0.0499443,0.0102613
33312449,2010-05-06,678,0.381151,0.0476685,0.0236287
33312449,2010-05-07,440,0.362831,0.0681662,0.0145317
33312449,2010-05-08,83,0.264325,0.0419237,0.0127569
33312449,2010-05-09,72,0.241355,0.0430015,0.0168364
33312449,2010-05-10,391,0.260674,0.0671521,0.0126183
33312449,2010-05-11,873,0.424109,0.0526913,0.0199028
33312449,2010-05-12,1296,0.526652,0.071538,0.00848315
33312449,2010-05-13,746,0.471403,0.0376969,0.00882793
33312449,2010-05-14,542,0.34812,0.0686034,0.019611
33312449,2010-05-15,105,0.246791,0.0241628,0.00282553
33312449,2010-05-16,123,0.257656,0.0934569,0.0277771
33312449,2010-05-17,501,0.281804,0.0523086,0.0103009
33312449,2010-05-18,824,0.331353,0.0732667,0.017441
33312449,2010-05-19,1066,0.433154,0.0731569,0.016022
33312449,2010-05-20,585,0.321092,0.0512361,0.0108043
33312449,2010-05-21,508,0.238478,0.0583947,0.00681791
33312449,2010-05-22,74,0.230503,0.0775001,0.0019938
33312449,2010-05-23,95,0.212806,0.101689,0.0092399
33312449,2010-05-24,474,0.284701,0.0867322,0.0257136
33312449,2010-05-25,1480,0.534189,0.0927974,0.0249016
33312449,2010-05-26,1283,0.536389,0.0741144,0.0540341
33312449,2010-05-27,2355,0.714701,0.0876902,0.0337507
33312449,2010-05-28,696,0.49924,0.0687053,0.0137658
33312449,2010-05-29,123,0.379363,0.0504496,0.00496599
33312449,2010-05-30,103,0.319021,0.0793771,0.0578796
33312449,2010-05-31,236,0.284014,0.0860306,0.0140014
33312449,2010-06-01,635,0.316036,0.090976,0.0235609
33312449,2010-06-02,775,0.332969,0.0698408,0.0112465
33312449,2010-06-03,1026,0.531149,0.0566963,0.0186099
33312449,2010-06-04,616,0.401326,0.072978,0.0324744
33312449,2010-06-05,102,0.353863,0.0724255,0.073325
33312449,2010-06-06,163,0.367867,0.0598464,0.02432
33312449,2010-06-07,698,0.375715,0.0567192,0.0156341
33312449,2010-06-08,1169,0.533614,0.0595062,0.0466129
33312449,2010-06-09,825,0.466159,0.0591333,0.0285549
33312449,2010-06-10,718,0.392114,0.0685638,0.0251256
33312449,2010-06-11,581,0.360267,0.0620381,0.0110657
33312449,2010-06-12,122,0.362233,0.0592093,0.010661
33312449,2010-06-13,107,0.25052,0.0288616,0.0270854
33312449,2010-06-14,2187,0.588666,0.030987,0.0123931
33312449,2010-06-15,1572,0.604364,0.0503064,0.0133832
33312449,2010-06-16,1642,0.587693,0.0411399,0.011258
33312449,2010-06-17,685,0.434442,0.0550872,0.0123101
33312449,2010-06-18,581,0.452701,0.0584407,0.0193145
33312449,2010-06-19,78,0.250958,0.0692241,0.00678733
33312449,2010-06-20,90,0.25572,0.0314024,0.00746461
33312449,2010-06-21,200,0.263898,0.0493038,0.0272072
33312449,2010-06-22,582,0.394245,0.0385743,0.0187237
33312449,2010-06-23,1190,0.553084,0.034548,0.00635459
33312449,2010-06-24,318,0.501036,0.0733532,0.0114585
33312449,2010-06-25,378,0.502315,0.0320061,0.0064434
33312449,2010-06-26,84,0.443296,0.0590837,0.0120277
33312449,2010-06-27,27,0.246743,0.111491,0.0
33312449,2010-06-28,341,0.382996,0.0861721,0.0174163
33312449,2010-06-29,352,0.300455,0.0588354,0.012379
33312449,2010-06-30,990,0.42568,0.0458768,0.0152197
33312449,2010-07-01,1169,0.455385,0.0629607,0.0131119
33312449,2010-07-02,698,0.401666,0.0780539,0.00998478
33312449,2010-07-03,311,0.382402,0.0299264,0.00335908
33312449,2010-07-04,65,0.255658,0.0816541,0.0270629
33312449,2010-07-05,378,0.317777,0.0663828,0.00758048
33312449,2010-07-06,821,0.362579,0.0493669,0.0281122
33312449,2010-07-07,1028,0.462054,0.044499,0.0543849
33312449,2010-07-08,1409,0.534555,0.0488873,0.0193914
33312449,2010-07-09,869,0.326622,0.0608733,0.0179517
33312449,2010-07-10,106,0.303569,0.0526248,0.00961071
33312449,2010-07-11,69,0.198231,0.131145,0.027353
33312449,2010-07-12,1954,0.583597,0.0557807,0.00647051
33312449,2010-07-13,2208,0.633387,0.0452066,0.00842729
33312449,2010-07-14,1639,0.530745,0.0538752,0.0112597
33312449,2010-07-15,2437,0.608025,0.0254817,0.00379179
33312449,2010-07-16,870,0.373194,0.0630263,0.0141085
33312449,2010-07-17,172,0.34494,0.0289332,0.010669
33312449,2010-07-18,173,0.257507,0.053255,0.0234493
33312449,2010-07-19,1526,0.5188,0.0499884,0.0105797
33312449,2010-07-20,1305,0.445774,0.041169,0.0128772
33312449,2010-07-21,1356,0.464816,0.0573782,0.00852029
33312449,2010-07-22,2844,0.651078,0.134683,0.0230821
33312449,2010-07-23,1798,0.635549,0.140825,0.0147247
33312449,2010-07-24,269,0.463192,0.0837501,0.0211205
33312449,2010-07-25,285,0.358014,0.0931974,0.0305122
33312449,2010-07-26,749,0.307134,0.0712615,0.0156201
33312449,2010-07-27,1246,0.332679,0.0681335,0.0157996
33312449,2010-07-28,1016,0.392631,0.0821908,0.0140163
33312449,2010-07-29,1494,0.459165,0.105689,0.0156208
33312449,2010-07-30,1045,0.431978,0.0895366,0.0107505
33312449,2010-07-31,192,0.339023,0.0244404,0.0191183
33312449,2010-08-01,137,0.285635,0.0657213,0.0111968
33312449,2010-08-02,1518,0.578503,0.0405665,0.0119406
33312449,2010-08-03,920,0.46504,0.0427646,0.0138341
33312449,2010-08-04,912,0.374604,0.0524459,0.00950534
33312449,2010-08-05,1195,0.369835,0.0507281,0.00817341
33312449,2010-08-06,486,0.312385,0.0631731,0.01203
33312449,2010-08-07,152,0.344082,0.0650849,0.00373347
33312449,2010-08-08,124,0.257529,0.0628001,0.0222558
33312449,2010-08-09,628,0.343593,0.0616455,0.00913433
33312449,2010-08-10,970,0.395464,0.0506159,0.00861541
33312449,2010-08-11,1543,0.324324,0.0309055,0.00922503
33312449,2010-08-12,4676,0.577257,0.00660447,0.00167053
33312449,2010-08-13,713,0.377889,0.0290106,0.0164251
33312449,2010-08-14,104,0.30338,0.0893218,0.0651813
33312449,2010-08-15,117,0.287529,0.114576,0.0136502
33312449,2010-08-16,468,0.317431,0.0607482,0.0254634
33312449,2010-08-17,1295,0.526746,0.0604753,0.011887
33312449,2010-08-18,668,0.338039,0.0579285,0.00411861
33312449,2010-08-19,520,0.258138,0.117626,0.0139502
33312449,2010-08-20,365,0.226101,0.0389397,0.00112138
33312449,2010-08-21,133,0.269699,0.0145261,0.0
33312449,2010-08-22,67,0.218613,0.076866,0.00910701
33312449,2010-08-23,583,0.300743,0.0569729,0.0237716
33312449,2010-08-24,1250,0.516191,0.0694492,0.0120648
33312449,2010-08-25,922,0.471624,0.0421634,0.0154684
33312449,2010-08-26,460,0.409623,0.0492548,0.00633452
33312449,2010-08-27,1154,0.422248,0.0704003,0.0138515
33312449,2010-08-28,562,0.527087,0.0442586,0.0124378
33312449,2010-08-29,114,0.356419,0.0668944,0.00700683
33312449,2010-08-30,1018,0.362599,0.0554623,0.00872335
33312449,2010-08-31,1973,0.552955,0.0262095,0.00702881
33312449,2010-09-01,1263,0.491754,0.0597555,0.0206903
33312449,2010-09-02,1561,0.502946,0.0765383,0.0476171
33312449,2010-09-03,301,0.461208,0.0621204,0.0264835
33312449,2010-09-04,180,0.436384,0.0408483,0.000746269
33312449,2010-09-05,102,0.321213,0.0376667,0.0
33312449,2010-09-06,235,0.312961,0.0640134,0.0046149
33312449,2010-09-07,1651,0.417271,0.0721493,0.0270979
33312449,2010-09-08,1099,0.367266,0.0742018,0.0152129
33312449,2010-09-09,1003,0.376861,0.0736133,0.0204568
33312449,2010-09-10,2080,0.517715,0.0606385,0.0186443
33312449,2010-09-11,4730,0.75627,0.00840473,0.00312249
33312449,2010-09-12,417,0.559438,0.0530594,0.0216948
33312449,2010-09-13,2757,0.527721,0.0340526,0.0126794
33312449,2010-09-14,2225,0.574355,0.0672659,0.0379931
33312449,2010-09-15,2043,0.674059,0.0510746,0.0192251
33312449,2010-09-16,7388,0.817053,0.0188656,0.0040375
33312449,2010-09-17,8051,0.855701,0.00819323,0.00221566
33312449,2010-09-18,287,0.458279,0.0653875,0.00464115
33312449,2010-09-19,275,0.265453,0.0532609,0.00941296
33312449,2010-09-20,917,0.224836,0.0582065,0.0148664
33312449,2010-09-21,1330,0.358874,0.0725718,0.0143103
33312449,2010-09-22,1586,0.513996,0.0992193,0.0435584
33312449,2010-09-23,1291,0.457981,0.0835697,0.0433467
33312449,2010-09-24,1041,0.448247,0.0486488,0.0116373
33312449,2010-09-25,295,0.371784,0.0632553,0.0116386
33312449,2010-09-26,338,0.353541,0.0930115,0.0537076
33312449,2010-09-27,1180,0.357853,0.0899988,0.0341829
33312449,2010-09-28,1345,0.43338,0.0683054,0.0201364
33312449,2010-09-29,1022,0.45793,0.0700977,0.00886664
33312449,2010-09-30,1286,0.453273,0.0826402,0.00621232
33312449,2010-10-01,2511,0.566053,0.0945848,0.0260959
33312449,2010-10-02,765,0.515775,0.145089,0.0164562
33312449,2010-10-03,228,0.0,0.104781,0.0151591
33312449,2010-10-04,1889,0.409358,0.054527,0.0296547
33312449,2010-10-05,1798,0.36316,0.109605,0.017021
33312449,2010-10-06,2243,0.410894,0.106737,0.00692947
33312449,2010-10-07,1869,0.511761,0.114167,0.0292191
33312449,2010-10-08,1690,0.538955,0.116574,0.0135105
33312449,2010-10-09,294,0.440988,0.0338522,0.00532008
33312449,2010-10-10,574,0.470838,0.159434,0.0253578
33312449,2010-10-11,4444,0.680817,0.148798,0.0144083
33312449,2010-10-12,2862,0.656852,0.0934336,0.0301912
33312449,2010-10-13,2478,0.607106,0.103087,0.0075941
33312449,2010-10-14,2605,0.570469,0.0696338,0.0130767
33312449,2010-10-15,965,0.410139,0.092142,0.0199989
33312449,2010-10-16,1052,0.598753,0.0482453,0.00228749
33312449,2010-10-17,413,0.430851,0.19204,0.0385898
33312449,2010-10-18,1937,0.433902,0.0438264,0.0244989
33312449,2010-10-19,2421,0.528539,0.0539867,0.0339326
33312449,2010-10-20,4107,0.582764,0.0548581,0.00859056
33312449,2010-10-21,1561,0.509151,0.076119,0.0493997
33312449,2010-10-22,1275,0.456733,0.0739468,0.00832006
33312449,2010-10-23,192,0.354524,0.159679,0.00360577
33312449,2010-10-24,359,0.43454,0.160893,0.00887277
33312449,2010-10-25,1459,0.497531,0.0676389,0.0185956
33312449,2010-10-26,1739,0.490314,0.102461,0.0191205
33312449,2010-10-27,1686,0.512844,0.306673,0.00244317
33312449,2010-10-28,2603,0.595538,0.110663,0.0128676
33312449,2010-10-29,2243,0.538347,0.1392,0.027076
33312449,2010-10-30,367,0.480307,0.0611604,0.00392371
33312449,2010-10-31,291,0.38267,0.112624,0.00899783
33312449,2010-11-01,698,0.387737,0.0780302,0.0113986
33312449,2010-11-02,1698,0.41877,0.0691494,0.0296903
33312449,2010-11-03,1956,0.0860814,0.106832,0.0237059
33312449,2010-11-04,2365,0.465784,0.0849655,0.0119086
33312449,2010-11-05,956,0.536501,0.0914174,0.00540583
33312449,2010-11-06,1301,0.704189,0.114355,0.0221967
33312449,2010-11-07,1196,0.554829,0.0580254,0.00802533
33312449,2010-11-08,2089,0.366621,0.0679464,0.0230978
33312449,2010-11-09,3862,0.410437,0.0825832,0.00745344
33312449,2010-11-10,8777,0.544141,0.0223577,0.0042256
33312449,2010-11-11,3925,0.461024,0.0799253,0.0070261
33312449,2010-11-12,2886,0.352688,0.0650992,0.0447255
33312449,2010-11-13,177,0.0,0.0244068,0.0
33312449,2010-11-14,1225,0.213295,0.0102631,0.00156789
33312449,2010-11-15,1860,0.234859,0.0513027,0.00569878
33312449,2010-11-16,1973,0.304275,0.0559402,0.00844866
33312449,2010-11-17,2473,0.404796,0.0456211,0.0400235
33312449,2010-11-18,2646,0.365219,0.038916,0.00526669
33312449,2010-11-19,1692,0.297323,0.0508417,0.00668609
33312449,2010-11-20,1151,0.234842,0.0172505,0.00490989

results for entityId: 33334336: Entity,Day,Count,Momentum,Positive,Negative
33334336,2009-01-02,1,0.0153928,0.209302,0.0
33334336,2009-01-04,3,0.0994263,0.0,0.0
33334336,2009-01-05,5,0.0198225,0.180952,0.0
33334336,2009-01-06,2,0.0184317,0.0,0.0
33334336,2009-01-07,1,0.00955098,0.0,0.0
33334336,2009-01-08,3,0.0162612,0.0,0.0
33334336,2009-01-09,4,0.0106783,0.0,0.054878
33334336,2009-01-12,1,0.00967343,0.0,0.0
33334336,2009-01-13,4,0.03447,0.0,0.0
33334336,2009-01-14,7,0.0169951,0.0,0.0829493
33334336,2009-01-15,4,0.0109381,0.132353,0.0
33334336,2009-01-16,2,0.0129487,0.0,0.166667
33334336,2009-01-17,1,0.0110696,0.0,0.0
33334336,2009-01-19,3,0.0120765,0.0,0.103448
33334336,2009-01-20,5,0.0124179,0.0,0.0
33334336,2009-01-21,6,0.0162548,0.171247,0.0
33334336,2009-01-22,3,0.0112326,0.26087,0.0
33334336,2009-01-23,3,0.00884297,0.0,0.0
33334336,2009-01-24,3,0.0173148,0.0,0.0
33334336,2009-01-25,1,0.0343946,0.0,0.0
33334336,2009-01-26,2,0.0133101,0.0,0.145161
33334336,2009-01-27,2,0.0271256,0.0,0.0
33334336,2009-01-28,7,0.035654,0.0313589,0.128852
33334336,2009-01-29,67,0.0908465,0.0749819,0.199565
33334336,2009-01-30,4,0.0283757,0.22549,0.0
33334336,2009-01-31,2,0.0330936,0.0,0.0
33334336,2009-02-02,18,0.0320393,0.0666667,0.0523809
33334336,2009-02-03,9,0.0238372,0.0,0.0571429
33334336,2009-02-04,9,0.026004,0.194462,0.182881
33334336,2009-02-05,4,0.020244,0.0,0.547297
33334336,2009-02-06,6,0.0299888,0.0,0.0
33334336,2009-02-07,10,0.0679918,0.409091,0.0
33334336,2009-02-08,4,0.0890154,0.0,0.0
33334336,2009-02-09,4,0.0202786,0.0681818,0.0
33334336,2009-02-10,4,0.0173864,0.0,0.0
33334336,2009-02-11,3,0.0147754,0.0,0.0
33334336,2009-02-12,28,0.0753866,0.17659,0.0975858
33334336,2009-02-13,1,0.012583,0.0,0.0
33334336,2009-02-17,11,0.0187606,0.0545455,0.0
33334336,2009-02-18,6,0.0436792,0.0,0.115385
33334336,2009-02-19,2,0.0213449,0.0,0.0
33334336,2009-02-20,6,0.0420933,0.0940171,0.0
33334336,2009-02-21,1,0.0346887,0.0,0.0
33334336,2009-02-23,16,0.0259282,0.05,0.0
33334336,2009-02-24,1,0.0112491,0.0,0.0
33334336,2009-02-25,4,0.0113979,0.0,0.0
33334336,2009-02-26,11,0.0275665,0.133304,0.121561
33334336,2009-02-27,3,0.0312837,0.169014,0.0
33334336,2009-03-02,1,0.0133337,0.911111,0.0
33334336,2009-03-03,2,0.0115567,0.0,0.0
33334336,2009-03-04,2,0.0268345,0.0,0.0
33334336,2009-03-06,3,0.057549,0.0,0.0
33334336,2009-03-07,1,0.0474307,0.0,0.6
33334336,2009-03-09,14,0.0346802,0.157301,0.0
33334336,2009-03-11,3,0.0128448,0.230769,0.0
33334336,2009-03-12,1,0.0116116,0.0,0.0
33334336,2009-03-13,6,0.0237868,0.269858,0.0
33334336,2009-03-16,17,0.02937,0.0134028,0.0413793
33334336,2009-03-17,1,0.0103367,0.0,0.901235
33334336,2009-03-18,10,0.0168883,0.0529412,0.229573
33334336,2009-03-19,17,0.0345322,0.13384,0.0225282
33334336,2009-03-20,2,0.0141109,0.0,0.0
33334336,2009-03-21,1,0.00997916,0.692308,0.692308
33334336,2009-03-22,2,0.0281964,0.0,0.230769
33334336,2009-03-23,1,0.00932504,0.0,0.0
33334336,2009-03-24,15,0.0691787,0.0206897,0.0206897
33334336,2009-03-25,28,0.0371896,0.0601507,0.0949284
33334336,2009-03-26,53,0.0485869,0.122471,0.0793759
33334336,2009-03-27,12,0.0727685,0.0636932,0.03
33334336,2009-03-29,6,0.0594137,0.0,0.0
33334336,2009-03-30,3,0.00954198,0.0,0.0
33334336,2009-03-31,11,0.0274899,0.0,0.214089
33334336,2009-04-01,33,0.0331145,0.0,0.080204
33334336,2009-04-02,1,0.0218609,0.191489,0.0
33334336,2009-04-03,1,0.0193405,0.0,0.0
33334336,2009-04-04,1,0.0141731,0.0,0.0
33334336,2009-04-05,2,0.0560417,0.121622,0.0
33334336,2009-04-07,2,0.0258091,0.0,0.0
33334336,2009-04-08,1,0.0118844,0.290323,0.0
33334336,2009-04-09,25,0.0357471,0.127483,0.123029
33334336,2009-04-10,5,0.037142,0.307636,0.0
33334336,2009-04-13,5,0.0266099,0.0898396,0.0
33334336,2009-04-14,6,0.0138029,0.136364,0.0
33334336,2009-04-15,14,0.0424203,0.0758161,0.0
33334336,2009-04-16,2,0.0142576,0.0,0.0
33334336,2009-04-17,6,0.0128245,0.136364,0.230769
33334336,2009-04-18,1,0.0307846,0.0,0.0
33334336,2009-04-19,3,0.0345573,0.0,0.0
33334336,2009-04-20,13,0.0263059,0.179154,0.173642
33334336,2009-04-21,4,0.0216975,0.155172,0.0
33334336,2009-04-22,6,0.0621467,0.0384615,0.0
33334336,2009-04-23,5,0.017563,0.0,0.12
33334336,2009-04-24,56,0.075144,0.0670433,0.154505
33334336,2009-04-25,18,0.0418746,0.0,0.0454545
33334336,2009-04-26,1,0.025177,0.0,0.0
33334336,2009-04-27,12,0.0180181,0.102839,0.0223155
33334336,2009-04-28,10,0.0226539,0.0,0.0473684
33334336,2009-04-29,12,0.0343436,0.0306122,0.0653061
33334336,2009-04-30,2,0.0131852,0.0,0.0
33334336,2009-05-01,6,0.0124951,0.115385,0.0789474
33334336,2009-05-03,1,0.0285368,0.0,0.0
33334336,2009-05-05,9,0.0103324,0.0,0.047619
33334336,2009-05-06,10,0.0214281,0.0,0.45717
33334336,2009-05-07,5,0.0254467,0.0,0.0
33334336,2009-05-08,14,0.0436473,0.11103,0.11103
33334336,2009-05-09,2,0.0665582,0.0692308,0.0692308
33334336,2009-05-10,4,0.0437406,0.0424528,0.0424528
33334336,2009-05-11,2,0.0489126,0.0,0.0
33334336,2009-05-12,5,0.0122393,0.0,0.163636
33334336,2009-05-13,21,0.0576585,0.0430839,0.0413755
33334336,2009-05-14,5,0.0149403,0.0,0.0
33334336,2009-05-15,5,0.0314227,0.0,0.0
33334336,2009-05-18,5,0.0120664,0.0,0.0
33334336,2009-05-19,6,0.0186536,0.0140187,0.164224
33334336,2009-05-20,7,0.0299968,0.395481,0.0
33334336,2009-05-21,5,0.0156508,0.0,0.0493151
33334336,2009-05-22,15,0.0190122,0.0,0.024
33334336,2009-05-23,2,0.0373152,0.0,0.0
33334336,2009-05-25,5,0.0354375,0.0,0.0
33334336,2009-05-26,5,0.0141544,0.0666667,0.0
33334336,2009-05-27,2,0.0122814,0.0,0.236842
33334336,2009-05-28,3,0.0125281,0.0,0.301587
33334336,2009-05-30,2,0.0181792,0.0,0.0
33334336,2009-06-01,1,0.0116975,0.0,0.0
33334336,2009-06-02,7,0.0165746,0.0,0.0
33334336,2009-06-03,3,0.0122908,0.461538,0.0
33334336,2009-06-04,6,0.025319,0.272496,0.193548
33334336,2009-06-05,6,0.0148781,0.0789474,0.0
33334336,2009-06-06,3,0.0223835,0.0,0.0
33334336,2009-06-08,8,0.0094825,0.0,0.0
33334336,2009-06-09,11,0.0174674,0.14876,0.0282132
33334336,2009-06-10,14,0.0215761,0.310072,0.0
33334336,2009-06-11,7,0.0163585,0.0989011,0.0
33334336,2009-06-12,14,0.0414803,0.0524141,0.0367347
33334336,2009-06-14,1,0.0292673,0.0,0.0
33334336,2009-06-15,11,0.0454079,0.0355731,0.116883
33334336,2009-06-16,25,0.0637845,0.150509,0.103148
33334336,2009-06-17,8,0.0201395,0.177957,0.0441176
33334336,2009-06-18,1,0.00900948,0.0,0.0
33334336,2009-06-19,4,0.0137513,0.09,0.0
33334336,2009-06-20,1,0.0128085,0.0,0.0
33334336,2009-06-22,3,0.00798222,0.0,0.0
33334336,2009-06-23,12,0.00923591,0.0905888,0.0306123
33334336,2009-06-24,5,0.00792311,0.0,0.0
33334336,2009-06-25,1,0.00728899,0.0,0.0
33334336,2009-06-26,6,0.0160266,0.0,0.0
33334336,2009-06-27,3,0.0408557,0.0967742,0.700763
33334336,2009-06-28,2,0.0324376,0.0,0.0
33334336,2009-06-29,7,0.0089381,0.140764,0.012016
33334336,2009-06-30,14,0.0222289,0.0766917,0.0
33334336,2009-07-01,8,0.0112405,0.0725807,0.0
33334336,2009-07-02,7,0.0186172,0.128748,0.223602
33334336,2009-07-03,1,0.00924454,0.0,0.818182
33334336,2009-07-05,2,0.0286923,0.0,0.0
33334336,2009-07-06,8,0.00617961,0.3172,0.0321429
33334336,2009-07-07,13,0.00959107,0.00261248,0.0423649
33334336,2009-07-08,1,0.0123925,0.0,0.0
33334336,2009-07-09,6,0.0171654,0.0272727,0.0
33334336,2009-07-10,9,0.0100904,0.030303,0.0
33334336,2009-07-11,2,0.0105921,0.0,0.0
33334336,2009-07-12,7,0.0395633,0.0,0.0
33334336,2009-07-13,1,0.0105683,0.0,0.0
33334336,2009-07-14,1,0.013173,0.0,0.0
33334336,2009-07-16,5,0.00787554,0.0,0.0
33334336,2009-07-17,11,0.011702,0.020979,0.0
33334336,2009-07-18,7,0.11118,0.0514286,0.0
33334336,2009-07-19,2,0.0430852,0.0,0.0
33334336,2009-07-20,1,0.0100213,0.428571,0.0
33334336,2009-07-22,2,0.00563208,0.0,0.0
33334336,2009-07-23,121,0.0712986,0.0501985,0.0492506
33334336,2009-07-24,27,0.0363217,0.186619,0.00900901
33334336,2009-07-25,5,0.0579518,0.0,0.0
33334336,2009-07-26,2,0.0264557,0.0,0.0
33334336,2009-07-27,4,0.0104032,0.0,0.0
33334336,2009-07-28,6,0.0308378,0.0,0.0
33334336,2009-07-29,4,0.0143376,0.0725807,0.452381
33334336,2009-07-30,8,0.0195042,0.0,0.306818
33334336,2009-07-31,11,0.0279042,0.0,0.102674
33334336,2009-08-03,12,0.0220356,0.0,0.0517241
33334336,2009-08-04,8,0.0175383,0.0,0.102273
33334336,2009-08-05,3,0.0117556,0.157895,0.130435
33334336,2009-08-06,9,0.0151468,0.0,0.100137
33334336,2009-08-07,6,0.0190034,0.251652,0.217445
33334336,2009-08-09,1,0.0235824,0.0,0.0
33334336,2009-08-10,18,0.0559006,0.0,0.0
33334336,2009-08-11,4,0.0167634,0.128571,0.0
33334336,2009-08-12,3,0.0100871,0.0,0.0
33334336,2009-08-13,2,0.00694539,0.195652,0.0
33334336,2009-08-14,5,0.0126003,0.0,0.205714
33334336,2009-08-16,2,0.0474091,0.0,0.0
33334336,2009-08-17,6,0.0107784,0.136364,0.230769
33334336,2009-08-18,8,0.00800505,0.157654,0.112654
33334336,2009-08-19,11,0.0123447,0.233516,0.0
33334336,2009-08-20,6,0.0165188,0.0555555,0.0
33334336,2009-08-21,4,0.0181367,0.121622,0.0
33334336,2009-08-23,1,0.0129045,0.529412,0.0
33334336,2009-08-25,3,0.0252187,0.0,0.0
33334336,2009-08-26,27,0.0400832,0.155002,0.0
33334336,2009-08-27,49,0.114839,0.0164652,0.0529682
33334336,2009-08-28,12,0.0318316,0.0,0.0
33334336,2009-08-29,4,0.0572206,0.0,0.0
33334336,2009-08-30,6,0.0306223,0.0,0.0
33334336,2009-08-31,10,0.0154593,0.0923077,0.0461538
33334336,2009-09-01,10,0.0173805,0.0473684,0.0
33334336,2009-09-02,5,0.012742,0.163636,0.0
33334336,2009-09-03,8,0.0215819,0.0,0.0
33334336,2009-09-04,2,0.00909505,0.0,0.0
33334336,2009-09-05,3,0.0380648,0.0,0.0
33334336,2009-09-06,17,0.077988,0.2066,0.0
33334336,2009-09-08,13,0.0127184,0.0985104,0.0
33334336,2009-09-09,13,0.0142065,0.113202,0.0
33334336,2009-09-10,20,0.0121712,0.0364706,0.0
33334336,2009-09-11,14,0.0164377,0.0238095,0.0
33334336,2009-09-12,2,0.0244303,0.191489,0.0
33334336,2009-09-13,3,0.0243664,0.0,0.0
33334336,2009-09-14,1,0.00749921,0.0,0.0
33334336,2009-09-15,3,0.00743996,0.300412,0.0
33334336,2009-09-17,27,0.022454,0.0712636,0.138206
33334336,2009-09-18,4,0.00949881,0.0,0.0
33334336,2009-09-21,3,0.00785054,0.0,0.0
33334336,2009-09-22,16,0.0396032,0.0421708,0.0
33334336,2009-09-23,19,0.0250642,0.0344498,0.127743
33334336,2009-09-24,9,0.0151761,0.317056,0.037037
33334336,2009-09-25,3,0.01652,0.0,0.0
33334336,2009-09-28,12,0.0173106,0.309764,0.0
33334336,2009-09-29,12,0.0222649,0.0810811,0.0388704
33334336,2009-09-30,10,0.0148104,0.0818182,0.0
33334336,2009-10-01,9,0.016942,0.0,0.0
33334336,2009-10-02,9,0.0248011,0.123315,0.0
33334336,2009-10-03,2,0.0384947,0.0,0.0
33334336,2009-10-04,1,0.0184925,0.0,0.0
33334336,2009-10-05,9,0.0139937,0.100137,0.0
33334336,2009-10-06,12,0.0222446,0.109664,0.0
33334336,2009-10-07,27,0.0357947,0.0909049,0.0
33334336,2009-10-08,5,0.0307831,0.0,0.0
33334336,2009-10-09,7,0.0227131,0.0,0.0
33334336,2009-10-11,4,0.0230073,0.0,0.0
33334336,2009-10-12,3,0.0127805,0.0,0.171429
33334336,2009-10-13,6,0.0103296,0.136364,0.0
33334336,2009-10-14,3,0.00872322,0.0,0.0
33334336,2009-10-15,3,0.0108322,0.0697674,0.300412
33334336,2009-10-16,29,0.0481208,0.0601386,0.0182556
33334336,2009-10-18,3,0.0193682,0.0,0.0
33334336,2009-10-19,10,0.0143146,0.105882,0.0
33334336,2009-10-20,16,0.0219408,0.12299,0.0657692
33334336,2009-10-21,6,0.0185126,0.150794,0.136364
33334336,2009-10-22,139,0.0638373,0.121811,0.143876
33334336,2009-10-23,83,0.143751,0.207833,0.0420216
33334336,2009-10-24,10,0.205873,0.180392,0.0
33334336,2009-10-25,1,0.0190264,0.6,0.0
33334336,2009-10-26,18,0.0481373,0.023569,0.0
33334336,2009-10-27,18,0.0259103,0.0,0.229416
33334336,2009-10-28,22,0.0190875,0.0971392,0.0755958
33334336,2009-10-29,14,0.0179656,0.104387,0.0
33334336,2009-10-30,7,0.01548,0.0,0.0
33334336,2009-10-31,2,0.0181135,0.0,0.0
33334336,2009-11-01,12,0.0373222,0.0,0.0
